数据来源,关键词,岗位名称,薪资,城市,经验要求,学历要求,公司名称
猎聘,计算机,A-Level学科老师 (数学、物理、经济、计算机科学...),10,广州,经验不限,学历不限,广州引力科技有限公司
猎聘,计算机,计算机信息类专业教师,10,西安,经验不限,硕士,西安科技大学高新学院
猎聘,计算机,双语计算机科学教师（新手教师）,10,苏州,经验不限,本科,雅力教育
猎聘,计算机,双语计算机老师,18,宁波,1-3年,统招本科,某宁波培训服务公司
猎聘,计算机,计算机辅助药物设计初级研究员,12,武汉,1-3年,硕士,远大医药科技(武汉)有限公司
猎聘,计算机,FPGA工程师（计算机方向）,15,上海,1年以下,本科,柏飞电子
猎聘,计算机,AI前端开发工程师,22,上海,3-5年,本科,上海航天技术基础研究所
猎聘,计算机,考试考的ksk,10,佛山,经验不限,本科,佛山市海楚柏餐饮管理有限公司
猎聘,计算机,高级 Agent 开发工程师(J10500),22,深圳,1-3年,本科,华曦达科技
猎聘,计算机,计算机研究员,28,深圳,3-5年,学历不限,某深圳基金/证券/期货公司
猎聘,计算机,世界500强三亚计算机人工智能算法大模型博士教育教师,26,三亚,经验不限,学历不限,某北京大型人力资源服务公司
猎聘,计算机,高中计算机教师,9,大连,1-3年,硕士,英领国际学校
猎聘,计算机,高中计算机教师,21,上海,经验不限,本科,上海金瑞学校
猎聘,计算机,计算机系统验证工程师,14,上海,1-3年,本科,恒瑞医药
猎聘,计算机,国际学校计算机老师,12,武汉,3年以上,本科,爱莎国际教育集团
猎聘,计算机,开发工程师 L14140,11,连云港,1-3年,本科,欧美斯集团
猎聘,计算机,计算机硬件维护工程师,16,徐州,经验不限,学历不限,海南伽欣睿贸易有限公司
猎聘,计算机,新东方国际课程/物理/化学/计算机/经济教师,15,武汉,经验不限,本科,新东方教育科技集团有限公司
猎聘,计算机,25-26届硕博应届生（人工智能，计算机）,20,北京,经验不限,硕士,某北京机械/设备上市公司
猎聘,计算机,AI产品经理—计算机上市公司,14,深圳,经验不限,统招本科,某北京计算机硬件上市公司
猎聘,计算机,数学讲师（计算机类）,11,郑州,经验不限,硕士,某郑州IT服务上市公司
猎聘,计算机,信息技术教师（计算机、编程、人工智能）,10,上海,1-3年,本科,北京凯文德信教育科技股份有限公司上海分公司
猎聘,计算机,计算机系统工程师【需有GMP同岗位经验】,12,北京,3年以上,大专,北京华放天实生物制药有限责任公司
猎聘,计算机,计算机设计研究实习生,6,重庆,经验不限,本科,湖南大学重庆研究院
猎聘,计算机,计算机系统验证工程师,9,武汉,1-3年,统招本科,武汉点风信息科技有限公司
猎聘,计算机,前端开发工程师,14,上海,5年以上,本科,锦泓时装集团股份有限公司
猎聘,计算机,计算机视觉工程师,25,上海,经验不限,硕士,玫德集团有限公司
猎聘,计算机,AI研究员（通信/电子/计算机方向）,30,北京,经验不限,学历不限,某北京大型信托公司
猎聘,计算机,计算机视觉算法工程师,18,武汉,1-10年,硕士,武汉港迪技术股份有限公司
猎聘,计算机,计算机视觉工程师,12,西安,经验不限,学历不限,烟台睿创微纳技术股份有限公司
猎聘,计算机,计算机老师,18,宁波,1-3年,统招本科,某宁波培训服务公司
猎聘,计算机,双语A level计算机老师-上海知名国际学校,20,上海,经验不限,统招本科,某上海学校教育公司
猎聘,计算机,双语计算机教师,22,深圳,1-3年,本科,爱乐惟教育科技(深圳)有限公司
猎聘,计算机,兼职A-Level / AP / IB 化学、生物、计算机、心理学科教师,2,上海,1年以上,统招本科,知氏科技
猎聘,计算机,国际高中计算机教师,12,大连,经验不限,本科,英领国际学校
猎聘,计算机,研发测试工程师（计算机方向）,12,上海,3-5年,大专,柏飞电子
猎聘,计算机,双语计算机/信息技术老师（国际学校）,12,重庆,2-4年,统招本科,某北京大型培训服务公司
猎聘,计算机,前端开发工程师,12,杭州,1-3年,本科,创邻科技
猎聘,计算机,计算机教师,10,石家庄,经验不限,硕士,河北外国语学院
猎聘,计算机,计算机硬件维护工程师,16,南京,经验不限,学历不限,海南佳秋好居房产咨询有限公司
猎聘,计算机,计算机系统验证工程师(CSV工程师),10,杭州,1-3年,统招本科,武汉点风信息科技有限公司
猎聘,计算机,大同沃飞科技,25,大同,3-5年,本科,墨擦(上海)实业有限公司
猎聘,计算机,研究院-计算机行业分析师,12,上海,1-3年,硕士,太平洋证券
猎聘,计算机,计算机与信息网络总体工程师,12,北京,1-3年,本科,苍宇天基(北京)信息通信技术有限公司
猎聘,计算机,计算机视觉算法工程师,18,北京,3-5年,本科,南京开缘智能科技有限公司
猎聘,计算机,计算机软件测试工程师,24,上海,3-5年,统招本科,三一集团
猎聘,计算机,计算机视觉工程师,21,苏州,1-3年,本科,江苏烽禾升智能科技有限公司
猎聘,计算机,计算机老师,32,北京,5-10年,学历不限,某北京大型培训服务公司
猎聘,计算机,(计算机，传媒)行业研究员,30,上海,经验不限,学历不限,某上海基金/证券/期货公司
猎聘,计算机,计算机视觉算法,45,深圳,经验不限,本科,DJI 大疆
猎聘,计算机,测试专家（计算机、硬盘、存储）,40,长沙,经验不限,学历不限,某长沙电子/半导体/集成电路上市公司
猎聘,计算机,计算机视觉开发工程师 (MJ007777),18,合肥,5年以上,本科,上海移远通信技术股份有限公司
猎聘,计算机,计算机辅助抗体药物设计工程师,18,苏州,2年以上,硕士,苏州予路乾行生物科技有限公司
猎聘,计算机,计算机结构工程师,14,合肥,3年以上,本科,合肥陆通智能科技有限公司
猎聘,计算机,交互式广告制作--实习,4,洛阳,经验不限,统招本科,洛阳星航游戏科技有限公司
猎聘,计算机,算法工程师 （计算机视觉方向）,22,沈阳,3-5年,硕士,沈阳新松机器人自动化股份有限公司
猎聘,计算机,AI研究员（通信/电子/计算机方向）,32,北京,3-5年,硕士,某央企旗下信托公司
猎聘,计算机,量子计算机测控系统软件开发工程师,45,合肥,3年以上,本科,某北京大型运营商/增值服务公司
猎聘,计算机,软件开发实习（AI）,6,深圳,经验不限,统招本科,某重庆人力资源服务公司
猎聘,计算机,计算机视觉工程师（多模态方向）,22,深圳,经验不限,硕士,杭州弓叶科技有限公司
猎聘,计算机,徐州一中国际部双语计算机/数学教师,10,徐州,1-3年,本科,天霖教育
猎聘,计算机,计算机视觉工程师,18,南京,3-5年,本科,常州鉴芯半导体设备有限公司
猎聘,计算机,前端开发工程师 · 高考英语AI学习产品,16,成都,3-5年,学历不限,重庆精卓企业管理咨询有限公司
猎聘,计算机,计算机硬件维护工程师,8,北京,经验不限,本科,北京同一伟业科技有限公司
猎聘,计算机,计算机硬件维护工程师,10,长沙,2年以上,本科,湖南华芯通网络科技有限公司
猎聘,计算机,计算机辅助小分子药物设计工程师/研究员,18,苏州,1-6年,硕士,苏州予路乾行生物科技有限公司
猎聘,计算机,CADD（计算机辅助药物设计）,18,苏州,1年以上,硕士,朗睿生物医药
猎聘,计算机,全栈开发工程师,12,马鞍山,5年以上,统招本科,合肥某国有企业
猎聘,计算机,C++软件开发工程师,20,苏州,2年以上,本科,融速科技
猎聘,计算机,双语计算机老师,20,上海,3-5年,本科,领科教育上海校区
猎聘,计算机,光剑美高-双语计算机教师,20,上海,1-3年,本科,光华教育
猎聘,计算机,CADD（计算机辅助药物设计）,22,广州,1-3年,硕士,广州英赛特生物技术有限公司
猎聘,计算机,大学教师- base三亚，世界500强旗下教育模块，看【计算机、经济学、教育学】相关专业，学历必须博士,25,三亚,经验不限,博士,某北京大型人力资源服务公司
猎聘,计算机,跨端APP开发工程师,14,深圳,1年以上,大专,深圳市科力晟通科技有限公司
猎聘,计算机,计算机系统管理员,7,徐州,3年以上,大专,江苏星诺医药科技有限公司
猎聘,计算机,SMT PQE工程师（计算机、电脑主板）,12,深圳,3年以上,大专,某深圳计算机硬件公司
猎聘,计算机,办公室助理/主管,6,无锡,经验不限,学历不限,嘉兴新模文化传媒有限公司
猎聘,计算机,IGCSE&A-LEVEL计算机老师,22,厦门,3年以上,硕士,厦门洲邻国际教育咨询有限公司
猎聘,计算机,计算机视觉工程师,25,青岛,经验不限,硕士,玫德集团有限公司
猎聘,计算机,计算机辅助设计工程师,7,西安,经验不限,大专,西安永瑞自动化有限公司
猎聘,计算机,AP/A-level计算机教师,16,广州,1-3年,本科,北京顶思致远教育咨询有限公司
猎聘,计算机,IB学科老师 (数学、物理、经济、计算机科学...),10,广州,经验不限,本科,广州引力科技有限公司
猎聘,计算机,AP计算机老师,17,北京,3-5年,硕士,某北京大型培训服务公司
猎聘,计算机,大学老师-人工智能方向【base三亚/博士学历/计算机相关专业/人工智能研究方向优先】,16,三亚,经验不限,博士,某北京大型人力资源服务公司
猎聘,计算机,web前端工程师,7,石家庄,2年以上,统招本科,河北凝讯科技有限公司
猎聘,计算机,计算机网络系统集成工程师,6,西安,2-4年,本科,陕西中跃龙安全科技有限责任公司
猎聘,计算机,双语计算机老师（全国有岗）,22,上海,经验不限,学历不限,某武汉学校教育公司
猎聘,计算机,AP学科老师 (微积分、物理、经济、计算机科学...),10,广州,经验不限,本科,广州引力科技有限公司
猎聘,计算机,算法研究员（计算机视觉，不用加班）,28,无锡,3-5年,硕士,知名的智能语音和人工智能上市企业
猎聘,计算机,计算机辅助药物设计,30,上海,3年以上,硕士,上海康昱盛信息科技有限公司
猎聘,计算机,计算机视觉算法工程师,20,上海,1-3年,统招本科,昆山积元科技有限公司
猎聘,计算机,计算机硬件维护工程师,8,榆林,1-3年,本科,佰特沃德(大连)石油化工有限公司
猎聘,计算机,千问事业部-iOS高级开发工程师（UC浏览器）-北京/广州,15,北京,经验不限,本科,阿里巴巴集团
猎聘,计算机,Alevel 计算机老师-14薪,20,上海,1-3年,本科,某学校教育公司
猎聘,计算机,计算机技术人员,7,长沙,1-3年,本科,某国内计算机软件公司
猎聘,计算机,(计算机，传媒)行业研究员,25,上海,2年以上,硕士,某基金/证券/期货上市公司
猎聘,计算机,上海国际学校高中计算机教师招聘,16,上海,1-3年,本科,某上海人力资源服务公司
猎聘,计算机,普高和竞赛ICT计算机老师,18,北京,2年以上,学历不限,某北京大型其他教育培训公司
猎聘,计算机,计算机视觉算法工程师,22,长沙,2年以上,本科,三一集团
猎聘,计算机,量子计算机测控系统软件开发工程师,32,合肥,3-5年,本科,某知名公司
猎聘,计算机,结构TQC（知名计算机软件公司，需研发背景）,40,深圳,3-5年,本科,某大型知名计算机软件公司
猎聘,计算机,Java后端开发工程师（计算机）,28,深圳,3-5年,本科,某深圳电子商务公司
猎聘,计算机,双语计算机老师,20,北京,1-3年,统招本科,某北京大型培训服务公司
猎聘,计算机,系统工程师（计算机/存储）,70,长沙,5-10年,硕士,某知名电子/半导体/集成电路上市公司
猎聘,计算机,计算机视觉算法工程师,25,成都,3-5年,本科,某成都IT服务公司
猎聘,计算机,计算机视觉工程师,25,北京,经验不限,硕士,玫德集团有限公司
猎聘,计算机,AI计算机视觉工程师,16,青岛,2年以上,统招本科,北京国信会视科技有限公司
猎聘,计算机,计算机视觉生成式技术研究员,40,北京,经验不限,学历不限,某北京互联网公司
猎聘,计算机,爱卫夫健康管理(广州)有限公司,7,广州,经验不限,本科,爱卫夫健康管理(广州)有限公司
猎聘,计算机,飞控/飞管计算机设计,12,上海,经验不限,统招本科,某西安大型计算机硬件公司
猎聘,计算机,计算机视觉工程师,25,济南,经验不限,硕士,玫德集团有限公司
猎聘,计算机,在职博士后【金融/计算机（青年教师可投递）】,6,杭州,1-3年,博士,某杭州大型计算机软件公司
猎聘,计算机,计算机视觉高级工程师,70,深圳,3-5年,硕士,某深圳大型货运/物流/仓储公司
猎聘,计算机,计算机技术员,10,衡水,1-3年,大专,北京虹基企业管理有限责任公司
猎聘,计算机,408计算机老师,16,上海,经验不限,硕士,上海新航道好轻松教育科技有限公司
猎聘,计算机,计算机安全保密管理员,8,北京,1-3年,大专,新时代工程咨询有限公司
猎聘,计算机,生产安全员（河源，本科，2-10年制造业经验，7k~9k*11薪，财务管理、计算机应用、统计学、数据科学等相关专业）,8,河源,2-10年,本科,某郑州大型食品/饮料/酒水公司
猎聘,计算机,双语计算机科学老师(J10235),15,苏州,1-3年,本科,雅力教育
猎聘,计算机,软件开发,13,保定,3-5年,本科,长城汽车
猎聘,计算机,计算机辅助药物设计负责人,75,北京,经验不限,学历不限,某北京制药上市公司
猎聘,计算机,计算机网络工程师,7,唐山,1-3年,本科,唐山国控科创集团有限公司
猎聘,计算机,计算机组装安装技术员,6,上海,1-3年,大专,宸联科技(上海)有限公司
猎聘,计算机,计算机及人工智能教师,16,上海,2年以上,本科,上海嘉定区民办华盛怀少学校
猎聘,计算机,计算机系统工程师（硬件）,22,上海,3年以上,统招本科,上海信达威科技有限公司
猎聘,计算机,计算机技术员,9,北京,经验不限,本科,华润健康
猎聘,计算机,计算机视觉算法工程师,30,杭州,2年以上,硕士,昂坤半导体
猎聘,计算机,计算机与AI课程教师,17,上海,3年以上,本科,上海金瑞学校
猎聘,计算机,高中双语计算机CS教师,18,宁波,2年以上,本科,某宁波培训服务公司
猎聘,计算机,IG/A-Level/AP计算机科学双语教师,18,北京,2年以上,本科,北京大成临川学校
猎聘,计算机,计算机设备管理员,6,北京,1-3年,大专,北京航空兴业文化发展有限公司
猎聘,计算机,计算机老师,12,重庆,2-4年,统招本科,某北京大型培训服务公司
猎聘,计算机,双语计算机岗位-苏州市区,20,苏州,1-3年,本科,某苏州学校教育公司
猎聘,计算机,电子/计算机行业研究员,25,北京,2-5年,硕士,金鹰基金
猎聘,计算机,软件开发岗-F1275H,22,三亚,经验不限,本科,京东商城
猎聘,计算机,券商研究所-行业研究岗-北上深 行业：计算机/科技/有色/金属矿业/机械/新材料/新能源/电新/医药/化工,22,上海,经验不限,硕士,某大型基金/证券/期货公司
猎聘,计算机,数据治理和系统支持岗-上海央企30万本，金融 + 数据 / 计算机复合背景优先；3年以上保险资管、基金、银行理财等同业资管中台,26,上海,3-5年,学历不限,某北京保险上市公司
猎聘,计算机,计算机（科学）老师,16,上海,1-3年,本科,某上海人力资源服务公司
猎聘,计算机,涉密计算机安全管理员,10,北京,经验不限,本科,星际防务
猎聘,计算机,高中A level计算机教师,18,宁波,2年以上,本科,某宁波培训服务公司
猎聘,计算机,计算机安全保密管理员,8,西安,3-5年,本科,西安润道智检科技有限公司
猎聘,计算机,计算机辅助设计中高级研究员,12,深圳,2年以下,硕士,维琪科技
猎聘,计算机,计算机老师,10,武汉,经验不限,本科,武汉惟楚信息技术有限公司
猎聘,计算机,机械结构工程师（具有工业计算机、特种计算机经验优先）,12,北京,3年以上,大专,北京鲁成伟业科技发展有限公司
猎聘,计算机,计算机管理,8,衢州,经验不限,本科,浙江锦华新材料股份有限公司
猎聘,计算机,计算机技术员,4,曲靖,1-3年,大专,云南建功星
猎聘,计算机,计算机老师,65,深圳,经验不限,硕士,某北京大型专业技术服务公司
猎聘,计算机,硬件工程师(计算机）,16,长沙,3-5年,统招本科,湖南航天捷诚电子装备有限责任公司
猎聘,计算机,项目专员兼计算机维护,8,广州,经验不限,本科,中国医药集团联合工程有限公司广州分公司
猎聘,计算机,超导量子计算机测控工程师,42,合肥,5-10年,本科,某合肥大型通信设备公司
猎聘,计算机,AP物理/数学/化学/计算机教师,12,成都,3年以上,硕士,狄邦教育集团
猎聘,计算机,视觉工程师（计算机视觉算法方向）,12,南京,经验不限,硕士,某知名公司
猎聘,计算机,语/数/英/计算机/体育/旅游/美术/思政/药学  任课教师（需兼班主任）,6,长沙,1-3年,本科,长沙华中涉外职业高中有限责任公司
猎聘,计算机,超导量子计算机测控工程师,45,北京,5-10年,统招本科,某合肥大型通信设备公司
猎聘,计算机,项目经理（汽车、机器人、自动化、机械、电气、计算机等）,25,长沙,3年以上,统招本科,某长沙大型工业自动化公司
猎聘,计算机,宏观/策略/计算机/煤炭/家电/机械/通信/汽车行业分析师（职级职位不限）,25,北京,4年以上,本科,山西证券股份有限公司
猎聘,计算机,c#开发工程师,16,苏州,3-5年,大专,昆山嘉华电子有限公司
猎聘,计算机,计算机视觉工程师(J10492),24,宁波,3-5年,统招本科,震裕科技
猎聘,计算机,计算机视觉,11,重庆,1-3年,硕士,某重庆大型学校教育公司
猎聘,计算机,计算机教师,11,佛山,经验不限,本科,三江职业技术学校
猎聘,计算机,软件开发岗（前端）-G2137M,22,三亚,经验不限,统招本科,京东商城
猎聘,计算机,计算机运维工程师,7,深圳,3-5年,大专,深圳市三奇科技有限公司
猎聘,计算机,计算机老师,60,上海,经验不限,硕士,某北京大型专业技术服务公司
猎聘,计算机,计算机系统验证（CSV）主管,10,徐州,5年以上,本科,江苏星诺医药科技有限公司
猎聘,计算机,计算机视觉算法工程师,22,深圳,经验不限,统招本科,华为
猎聘,计算机,计算机与人工智能研究岗,18,深圳,2年以上,硕士,中山证券有限责任公司
猎聘,计算机,计算机研究员,35,上海,经验不限,硕士,某上海基金/证券/期货公司
猎聘,计算机,研究员（计算机/科技/有色/金属矿业/机械/新材料/新能源/电新/医药/化工）,30,上海,1-3年,硕士,某基金/证券/期货上市公司
猎聘,计算机,客户端Cocos Creator/高级--主程,38,上海,3-10年,统招本科,某上海大型游戏公司
猎聘,计算机,计算机技术员,4,凉山,经验不限,大专,四川省世纪恒源档案整理服务有限公司
猎聘,计算机,量子计算机测控系统软件开发工程师,32,北京,3年以上,统招本科,某大型通信设备公司
猎聘,计算机,高中计算机Ap教师,16,上海,2年以上,硕士,某上海学校教育公司
猎聘,计算机,软件开发工程师（前端方向）,16,重庆,5年以上,硕士,重庆市渝发水利科学研究院有限公司
猎聘,计算机,高中计算机老师,18,上海,3-5年,硕士,某上海学校教育公司
猎聘,计算机,计算机管理人员,8,北京,1-3年,本科,新时代工程咨询有限公司
猎聘,计算机,A-level/AP双语老师（数学/物理/化学/计算机/经济/生物）-光华剑桥,16,上海,经验不限,统招本科,光华教育
猎聘,计算机,计算机技术员,6,北京,经验不限,大专,北京郡雅科贸有限公司
猎聘,计算机,AP计算机老师,22,廊坊,1-3年,硕士,北京正源拓维教育咨询有限公司
猎聘,计算机,开发工程师,10,无锡,3年以上,本科,VEM电机
猎聘,计算机,计算机视觉算法研究员-多模态理解,45,无锡,3-5年,学历不限,某知名上市公司
猎聘,计算机,计算机讲师,12,南宁,经验不限,本科,广西中公教育
猎聘,计算机,前端开发,15,杭州,3年以上,大专,恩士迅
猎聘,计算机,计算机视觉算法专家,65,深圳,5-10年,本科,某深圳知名公司
猎聘,计算机,项目经理型美工( 应用工程师),9,上海,经验不限,大专,上海担路网络科技有限公司
猎聘,计算机,大学计算机基础教师,6,成都,经验不限,硕士,四川电影电视学院
猎聘,计算机,前端开发工程师,12,广州,3-5年,本科,广东美捷威通生物科技有限公司
猎聘,计算机,计算机编程,10,上海,经验不限,学历不限,上海意硕工程设备有限公司
猎聘,计算机,计算机工程师,11,孝感,1-3年,本科,湖北三江航天万山特种车辆有限公司
猎聘,计算机,高中计算机教师（双语学校）,20,常州,3-10年,本科,某知名公司
猎聘,计算机,计算机视觉算法工程师,22,深圳,经验不限,学历不限,华为云计算技术有限公司
猎聘,计算机,Windows运维工程师（全球知名汽车零部件、日语流利、熟悉计算机网络和网络安全的调试，NAT网关，ACL等相关技术、有云部署经验优先）,18,上海,3-5年,统招本科,某知名公司
猎聘,计算机,计算机视觉工程师（图像算法方向）,28,厦门,经验不限,统招本科,某厦门计算机软件公司
猎聘,计算机,计算机或电子信息相关专业策划编辑,10,北京,1-3年,硕士,科学出版社职教技术出版中心
猎聘,计算机,计算机视觉工程师（SLAM方向）,38,上海,3-5年,硕士,千寻位置网络有限公司
猎聘,计算机,计算机老师（川内就近分配）,14,成都,1-3年,本科,七洲教育
猎聘,计算机,摄影测量、计算机视觉、点云算法工程师,35,成都,1-3年,统招本科,成都联科
猎聘,计算机,计算机科学与技术专业教师,12,广州,经验不限,本科,广州知藤教育科技有限公司
猎聘,计算机,前端开发,14,北京,3-5年,统招本科,某北京大型计算机软件公司
猎聘,计算机,高中AP计算机科学教师,20,杭州,6年以上,本科,某杭州大型学校教育公司
猎聘,计算机,图像处理/计算机视觉/机器学习/人工智能算法研发实习生,15,烟台,经验不限,硕士,烟台睿创微纳技术股份有限公司
猎聘,计算机,计算机老师-国际课程,18,成都,1-3年,本科,狄邦教育集团
猎聘,计算机,计算机系统工程师,12,西安,经验不限,统招本科,某西安大型计算机硬件公司
猎聘,计算机,计算机技术员,4,青岛,1-3年,本科,山东鲁冠教育科技有限公司
猎聘,计算机,计算机辅助大分子/多肽药物设计工程师/研究员,18,苏州,2年以上,硕士,苏州予路乾行生物科技有限公司
猎聘,计算机,计算机网络老师,6,广州,3年以上,本科,广州市电子商务技工学校
猎聘,计算机,量子计算机测控系统软件开发工程师,40,合肥,5-10年,本科,某合肥大型通信设备公司
猎聘,计算机,高级计算机视觉算法工程师,38,武汉,5年以上,学历不限,某武汉工业自动化上市公司
猎聘,计算机,AP计算机教师,18,北京,3-5年,本科,北京顶思致远教育咨询有限公司
猎聘,计算机,普高ICT合格考/计算机教师,18,北京,3-5年,本科,某北京大型其他教育培训公司
猎聘,计算机,小学计算机老师,7,江门,1-3年,大专,凯洛斯教育科技(广州)有限公司
猎聘,计算机,二级系统工程师（冶金自动化/计算机）,16,北京,1-3年,统招本科,某北京电气机械/器材公司
猎聘,计算机,开发工程师（低代码方向）,12,成都,2年以上,本科,创意信息
猎聘,计算机,计算机科学与数字设计见习教师,20,杭州,1-3年,硕士,某杭州学校教育公司
猎聘,计算机,计算机硬件工程师,14,北京,1-3年,学历不限,某大型医疗器械公司
猎聘,计算机,中职计算机基础老师,8,石家庄,1-3年,大专,河北知行本一教育科技有限公司
猎聘,计算机,计算机视觉算法工程师,38,深圳,3年以上,本科,某深圳科技推广服务公司
猎聘,计算机,计算机服务工程师,4,清远,经验不限,中专/中技,广东蓝石科技有限公司
猎聘,计算机,计算机技术员,4,重庆,经验不限,学历不限,重庆市万州区焓扬电脑有限公司
猎聘,计算机,研究所研究部计算机行业分析师/研究员/研究助理(000667),20,上海,2年以上,硕士,国盛证券
猎聘,计算机,计算机类论文辅导,25,深圳,经验不限,硕士,深圳市摸鱼贸易有限公司
猎聘,计算机,计算机硬件工程师,12,镇江,1年以下,大专,江苏华弘数科技术有限公司
猎聘,计算机,计算机技术员,5,驻马店,经验不限,大专,河南宇康新材料科技有限公司
猎聘,计算机,诚聘计算机配件外贸业务员,6,深圳,1-3年,统招本科,某深圳批发/零售公司
猎聘,计算机,量子计算机测控系统软件开发工程师,50,北京,经验不限,本科,某合肥大型通信设备公司
猎聘,计算机,院校渠道主管（大学计算机学院方向）,12,西安,3-5年,统招本科,某西安培训服务公司
猎聘,计算机,投资经理-AI/泛半导体/计算机,20,上海,1-6年,本科,上海常春藤投资控股有限公司
猎聘,计算机,计算机教师,6,广州,经验不限,本科,广州文冲船厂技工学校
猎聘,计算机,电子/计算机行业研究员,25,广州,3-5年,硕士,金鹰基金
猎聘,计算机,高级计算机视觉算法工程师,24,北京,5-10年,本科,南京开缘智能科技有限公司
猎聘,计算机,双语高中教师（数学、物理、化学、计算机都需要）,22,青岛,1-3年,硕士,某青岛学校教育公司
猎聘,计算机,计算机软件工程师（深度学习、机器人）,20,上海,3-5年,统招本科,某上海大型机械/设备公司
猎聘,计算机,计算机视觉算法,50,深圳,经验不限,硕士,某深圳大型科技金融公司
猎聘,计算机,计算机行业,45,上海,3年以上,本科,上海于启茶信息科技有限公司
猎聘,计算机,职业教育计算机 AI 培训取证方向校长,50,北京,5年以上,统招本科,某北京培训服务公司
猎聘,计算机,中职计算机组装与维护教师,6,临沂,1-3年,统招本科,临沂财贸学校有限公司
猎聘,计算机,计算机，编程，AI应用相关课程讲师,5,南通,经验不限,本科,南通市人工智能科技馆
猎聘,计算机,计算机辅助药物设计助理,7,苏州,经验不限,本科,宁波礼达先导生物技术有限公司
猎聘,计算机,计算机视觉算法工程师,35,潍坊,3年以上,本科,德拉特信息技术(上海)有限公司
猎聘,计算机,1191MG-前端开发工程师,18,深圳,1-3年,统招本科,平安科技
猎聘,计算机,档案管理员,8,苏州,经验不限,大专,海南省志熙宇广告有限公司
猎聘,计算机,前端开发工程师,13,咸阳,经验不限,本科,中科软
猎聘,计算机,TMT电子、通信、计算机行业研究员（券商研究所）,18,上海,3-5年,本科,上海商投创业投资有限公司
猎聘,计算机,宏观/策略/计算机/煤炭/家电/机械/通信/汽车行业分析师（职级职位不限）,25,深圳,4年以上,本科,山西证券股份有限公司
猎聘,计算机,中小学计算机教师（北京校区）,15,北京,经验不限,硕士,北京市二十一世纪学校
猎聘,计算机,计算机硬件维护,4,郑州,1年以下,本科,郑州丹尼斯百货有限公司
猎聘,计算机,个性化服务部高中数学/物理/经济/化学/计算机培训老师,20,武汉,1-3年,统招本科,武汉英中高级中学
猎聘,计算机,计算机研究岗,28,北京,3-5年,硕士,国内某知名证券公司
猎聘,计算机,行业研究员（计算机行业）,23,上海,3-5年,硕士,国联安基金
猎聘,计算机,算法应用工程师（计算机视觉）,45,深圳,3-5年,学历不限,某深圳人工智能公司
猎聘,计算机,世界五百强—博士教师（人工智能/计算机/大模型/汽车/商学/教育学等方向都要人）,30,三亚,1-3年,学历不限,某大型生产制造公司
猎聘,计算机,计算机视觉工程师,15,长沙,1-3年,统招本科,智芯云途
猎聘,计算机,计算机专业老师,7,威海,经验不限,本科,山东伯润金服信息科技有限公司
猎聘,计算机,计算机讲师,8,咸阳,1-3年,本科,陕西厚溥教育科技有限公司
猎聘,计算机,计算机互联网研究员（A股+H股）,22,北京,3-5年,硕士,国金基金管理有限公司
猎聘,计算机,计算机辅助药物设计（已上市成熟产品biotech企业）,68,上海,2年以上,博士,某上海制药公司
猎聘,计算机,长安学习中心-前端开发工程师（安驿公司）(J26847),10,重庆,3年以上,统招本科,长安汽车
猎聘,计算机,B/S开发工程师,14,北京,经验不限,大专,北京数服科技有限公司
猎聘,计算机,计算机教师,9,青岛,1-3年,硕士,青岛城市学院
猎聘,计算机,计算机软件工程师,6,哈尔滨,1-3年,大专,哈尔滨圣昌科技开发有限公司
猎聘,计算机,计算机技术员,4,苏州,经验不限,中专/中技,苏州秦视智能科技有限公司
猎聘,计算机,计算机视觉工程师（立体视觉方向）,38,上海,3-5年,硕士,千寻位置网络有限公司
猎聘,计算机,AP计算机老师（兼职）,18,北京,经验不限,本科,北京成长拼图科技发展有限公司
猎聘,计算机,计算机视觉算法专家,10,郑州,经验不限,大专,武汉市群淼巨科技有限公司
猎聘,计算机,计算机视觉算法工程师（高级）,45,深圳,3-5年,统招本科,某东莞人力资源服务公司
猎聘,计算机,财务经理/主管,7,温州,1-3年,大专,温州市讯和电脑科技有限公司
猎聘,计算机,计算机视觉算法工程师,32,深圳,1-3年,本科,瑞为技术
猎聘,计算机,数字技术研究部：计算机视觉研究员,25,北京,经验不限,硕士,某知名公司
猎聘,计算机,计算机视觉工程师（大模型方向）,30,上海,2年以上,硕士,千寻位置网络有限公司
猎聘,计算机,销售工程师(计算机方向),8,广州,2年以上,本科,广州市智慧农业服务股份有限公司
猎聘,计算机,双语计算机老师,15,天津,5年以上,本科,北京欧洛斯咨询有限公司
猎聘,计算机,计算机教师,10,北京,经验不限,本科,北京幺幺科技有限公司
猎聘,计算机,计算机专业课教师（转本）,15,徐州,3-5年,硕士,新东方教育科技集团有限公司
猎聘,计算机,营业员,6,北京,经验不限,学历不限,北京至美上品商贸有限公司
猎聘,计算机,计算机行业研究员,35,深圳,经验不限,硕士,某知名基金/证券/期货上市公司
猎聘,计算机,计算机讲师,8,大连,3-5年,本科,艾雅人工智能科技(大连)有限公司
猎聘,计算机,计算机专任教师,7,广州,经验不限,本科,广州现代信息工程职业技术学院
猎聘,计算机,计算机与物联网专业硕士,20,重庆,3-5年,硕士,国内某知名企业
猎聘,计算机,计算机专业讲师,8,天津,经验不限,本科,权善教育
